,name,address,price,speciality,review,services,phone number,website,latitude,longitude
39,Les Jardins du Léman,"Grande-Rue, Yvoire, 74140, France", 34 - 80 EUR , Cuisine moderne ,"Au cœur de la cité médiévale, cette vénérable auberge propose des plats gourmands, joliment travaillés, et un sympathique menu gibier à l'automne. Le plus ? Une somptueuse terrasse panoramique sur le lac Léman, où vous vous attablerez les soirs d'été.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,46.3703254,6.3256417
40,L'Espérance,"425 route du Signal, Huez, 38750, France",,,"L'Espérance : le nom du restaurant évoque celui de l'établissement originel, qui appartenait à l'arrière-grand-père de l'actuelle propriétaire. La carte privilégie les circuits courts, et des plats gourmands travaillés dans une veine bistronomique. Les poissons arrivent directement de Concarneau, et les homards de leur vivier !","['Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,45.0931100,6.0662400
41,La Maison de Marie,"24 rue Gabriel-Vicaire, Perros-Guirec, 22700, France", 34 - 46 EUR , Cuisine moderne ,"Cette élégante maison en granit rose semble vibrer à l'unisson de la côte... Le chef, Daniel Jaguin, a pour boussole les beaux produits de la région (Saint-Jacques des Côtes-d'Armor, huîtres de Lanmodez, etc.), qu'il agrémente avec une pointe d'originalité – notes exotiques, épices lointaines. Clair comme de l'eau de roche !","['Accès handicapés ', 'Restaurant non fumeur ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ']",,,48.8202066,-3.4755109
42,L'AbSix,"2 rue de la Cerdagne, Saleilles, 66280, France", 42 EUR , Cuisine moderne ,"Ne vous fiez pas à l'allure coloniale de la maison et faites confiance au talent du chef, passé par de belles maisons, pour vous surprendre : on réalise ici une cuisine moderne, qui se révèle particulièrement précise quand elle revisite des plats classiques – ainsi le saumon d’écosse mariné comme un hareng et sa crème de céleri fumé, ou cet excellent soufflé au chocolat, dont longtemps nos papilles s'émouvront. Gibier en saison.","['Accès handicapés ', 'Restaurant non fumeur ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Carte de crédit Visa ']",,,42.6576100,2.9269500
43,Auberge de Chavannes,"1890 avenue de Châlon, Courlans, 39570, France", 28 - 88 EUR , Cuisine moderne ,"Une auberge contemporaine et chaleureuse ! L'assiette est joliment créative ; le chef se révèle aussi à l'aise avec la bouillabaisse (il a vécu à Marseille pendant 25 ans) qu'avec un poulet au vin jaune et morilles, clin d'œil à ses origines jurassiennes. Chambres spacieuses pour l'étape.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,46.6748100,5.4825500
44,La Baratte,"395 rue du Clinquet, Tourcoing, 59200, France",,,"Une petite maison en briques dans un quartier résidentiel de Tourcoing. Surprise à l'intérieur : on découvre une salle résolument contemporaine et élégante, avec une agréable vue sur le jardin et sa terrasse en teck. Côté cuisine, le chef fait montre d'inventivité... pour le bonheur du produit frais !","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,50.7258022,3.1297127
45,Haute Sève,"37 boulevard Jean-Jaurès, Fougères, 35300, France", 23 - 50 EUR , Cuisine moderne ,"Derrière une façade à colombages, une salle à l'ambiance intime et feutrée. Le chef sait cuisiner les bons produits du terroir et propose, au fil des saisons, des accords terre et mer bien au diapason de la nature bretonne.","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.3515890,-1.1978293
46,Auberge de la Clue,"Place de l'Église, Plaisians, 26170, France", 31 - 60 EUR , Cuisine traditionnelle ,"En montant vers ce village montagnard, arrêtez-vous devant la jolie Clue, goulet d’étranglement où les cours d’eau s’emballent. On vient de loin pour savourer cette cuisine du terroir face au mont Ventoux : caillette aux herbes, pieds et paquets, terrine de fromage de tête... Attention : de novembre à mars, l'auberge n'ouvre que les weekends.","['Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']", +33 4 75 28 01 17," Dates de fermetureFermé : lundi, soir : dimanche",44.2294650,5.3175940
47,Mon Petit Café,"11 bis rue Grimaldi, Nice, 06000, France", 33 - 50 EUR , Cuisine moderne ,"Salle chaleureuse et intérieur bleu vénitien, en clin d'œil aux origines de la patronne. Le marché est ici mis en valeur avec enthousiasme, au gré de plats déclinés sur ardoise : fraîcheur de tourteau, avocat et céleri rémoulade, filet de courbine aux salsifis et beurre aux herbes... Tout cela dans une ambiance chaleureuse.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,43.6988663,7.2650112
48,La Barrière de Clichy,"1 rue de Paris, Clichy, 92110, France", 33 - 73 EUR , Cuisine traditionnelle ,"Aux portes de Paris, en face du nouveau Palais de justice, cette table au passé prestigieux (elle a vu passer quelques grands noms, comme Guy Savoy ou Bernard Loiseau) continue de célébrer le beau classicisme : foie gras de canard poêlé sur réduction de vinaigre balsamique, onglet de veau et sa réduction d'échalotes... sans oublier le menu signature incontournable ""Tout Homard"". Vive la tradition !","['Restaurant non fumeur ', 'Menu végétarien ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.8964410,2.3086409
49,Le Carré des Sens,"32 place Monge, Chambéry, 73000, France", 14 - 55 EUR , Cuisine moderne ,"Joliment située sur l'une des places centrales de la ville, cette maison est le fief d'un chef trentenaire, qui revisite les classiques de la tradition française – tartiflette ou soufflé au Grand Marnier, par exemple – avec passion et précision. Aux beaux jours, la terrasse est prise d'assaut.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,45.5635233,5.9212090
50,La Récré,"70 route de Satillieu, Vaudevant, 07410, France", 29 - 47 EUR , Cuisine moderne ,"Installé dans l'ancienne école de garçons du village, dont il a conservé les vestiges – tableau noir, cartes de géographie –, ce restaurant ne pouvait mieux porter son nom. On y découvre des créations pétillantes, qui piochent allègrement dans les produits du terroir ; et c'est encore meilleur lorsqu'on est attablé dans la cour ombragée...","['Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,45.1039749,4.6186956
51,L'Arcane,"52 rue Lamarck, Paris, 75018, France",,,"Emmenée par Laurent Magnin, la jeune équipe de l'Arcane a quitté le 39 rue Lamarck pour prendre ses quartiers un peu plus haut, en lieu et place de l'ancien Chamarré Montmartre. Dans l'assiette, le jeune chef montre toutes les qualités qu'on lui connaissait déjà. Technicité et saveurs sont au rendez-vous – exemple parfait, cette belle mousse légère aux petits pois agrémentée de zestes de citron jaune et de poudre de citron noir – et on passe un excellent moment, que ce soit sous la forme d'un menu surprise ou à la carte. Enfin, n'oublions pas la jolie carte des vins, qui n'hésite pas à sortir des sentiers battus.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.8893043,2.3418655
52,Hostellerie de Levernois,"Rue du Golf, Levernois, 21200, France", 75 - 150 EUR , Cuisine moderne ,"Au cœur d’un grand parc traversé par une rivière, cette belle bâtisse s’enorgueillit de quelques vieilles pierres datant du 18e s. Le restaurant, lui, est installé tout dans une maison élégante (19e s.) dont la salle à manger donne sur un jardin à la française. Un cadre bucolique à souhait. Le chef Philippe Augé y cisèle une cuisine de saison bien exécutée, réalisée sur de belles bases classiques – langoustine au poivre de Timut, poireaux crayons, artichauts, tomates confites et chorizo ; blanquette de turbot, légumes primeur, champignons et sauce au chablis. Gardez une petite place en fin de repas pour le plateau de fromages qui compte plus d’une quarantaine de variétés ! Boutique et cave de dégustation.","['Accès handicapés ', 'Restaurant non fumeur ', 'Menu végétarien ', 'Salon particulier ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,46.9926504,4.8783198
53,La Flamiche,"20 place de l'Hôtel-de-Ville, Roye, 80700, France",,,"Rien d'étonnant à ce que ce restaurant, du nom de la fameuse spécialité locale, propose une cuisine à l'accent régional... mais pas seulement, à l'image de cette lotte rôtie aux épices tandoori. Cartes et menus changent tous les mois.","['Restaurant non fumeur ', 'Menu végétarien ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,49.6981781,2.7894546
54,Les Glycines,"5 place René-Groussard, Mellé, 79500, France",,,"La jolie véranda de ce restaurant couvert de glycines dissimule un décor contemporain et cossu. On y revisite une cuisine traditionnelle, agrémentée de touches inventives – cromesquis d'escargots ; côte de veau, embeurré de chou ; tatin pomme-coing, sans omettre les bons desserts. Chambres coquettes.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,46.2216900,-0.1435000
55,Niro,"37 place des Tanneurs, Aix-en-Provence, 13100, France", 28 - 56 EUR , Cuisine moderne ,"Un lieu décontracté, pensé par Alexandre Mazzia. Un nouveau chef, Philippe Sublet, riche d’un parcours dans de belles maisons étoilées (Londres, Paris, Athènes). Dans l'assiette : des recettes imaginées à quatre mains dans un esprit bistronomie agréablement égayées de touches asiatiques et d’épices saupoudrées ici ou là. A déguster dans la salle aux coloris très chatoyants ou en terrasse, l'été venu. Le menu déjeuner est une aubaine.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Carte de crédit Visa ', 'Mastercard ', 'Carte de crédit American Express ']",,,43.5285358,5.4453353
56,L'Auberge de Bagatelle,"489 avenue Bollée, Le Mans, 72000, France", 45 - 100 EUR , Cuisine moderne ,"Un jeune couple franco-belge chaleureux offre une nouvelle vie gastronomique à cette ancienne auberge au charme bucolique : sachez-le, ici se déguste désormais une cuisine soignée, pleine de saveurs et de gourmandise. Dix personnes en cuisine, des produits d'une qualité irréprochable (la féra d'Eric Jacquier, les volailles de la Cour d’Armoirie, vergers Saint-Eustache etc.). Dans l'assiette, araignée sauvage ; Saint-Pierre grillé... On passe un excellent moment.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.9990983,0.2359126
57,Mavrommatis,"42 rue Daubenton, Paris, 75005, France",,,"Un vent d'audace et d'Odyssée souffle sur la table du chef chypriote Andréas Mavrommatis. On se régale ici d'une cuisine généreuse et maîtrisée, inspirée de bases classiques françaises, associées aux meilleurs produits grecs ; superbes langoustines ; quasi de veau du Limousin tendre et rosé ; et en dessert, une tarte chocolat-olive et basilic, aux saveurs percutantes. Le voyage en Grèce se poursuit au gré des saisons et inspirations du chef, dans un cadre aussi raffiné que les civilisations issues de la Méditerranée. L’établissement, entièrement réinventé par l’architecte Régis Botta dans un esprit moderne et épuré avec boiserie et murs beiges, arches et niches, offre un écrin feutré à cette somptueuse promenade hellénique gastronomique.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.8403900,2.3511400
58,Reflet d'Obione,"29 rue Jean-Jacques Rousseau, Montpellier, 34000, France", 31 - 82 EUR ," Cuisine moderne, Cuisine méditerranéenne ","Dans un décor épuré, Laurent Cherchi, un jeune chef trentenaire, sensible à l'environnement, concilie gastronomie et cuisine sans gluten (en toute discrétion) et réduit les graisses et le sucre... Dans l'assiette, une cuisine précise et réfléchie, saine et goûteuse, à l'image de ce merlu parfaitement nacré, carottes, bergamote et beurre noisette citronné.","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,43.6122155,3.8730585
59,Fleur de Sel,"4 place du Cros, Grimaud, 83310, France", 23 - 48 EUR , Cuisine moderne ,"Sur les hauteurs de ce pittoresque village, au détour d'une ruelle, l'ancienne boulangerie du village s'est muée en une séduisante Fleur de Sel... Un jeune couple dynamique y propose une cuisine gourmande et dans l'air du temps. Agréable terrasse à l'ombre d'un bel olivier.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.2735100,6.5217190
60,Sens,"8 rue Boisnet, Angers, 49100, France", 20 - 53 EUR ," Cuisine moderne, Cuisine créative ","Le jeune chef-patron, passé (notamment) chez Christopher Hache, le Bristol avec Éric Frechon ou David Toutain, propose une cuisine actuelle et créative, très personnelle, autour de menus aux courts intitulés, changés régulièrement au fil des saisons et des marchés. A découvrir dans une petite salle à manger contemporaine sobre et dépouillée.","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,47.4749050,-0.5503071
